artist,track,album,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Grouplove,Architect,Architect,2013-04-20,"['indie pop', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",234051.0,36.0,0.3720000000000001,0.313,0.0,-9.687,1.0,0.0302,0.868,6.45e-05,0.115,0.24,97.072,4.0
Ayokay,Awake (feat. Mafalda),4ft to Infinity - EP,2016-10-07,"['electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop', 'pop edm', 'tropical house']",226813.0,41.0,0.422,0.644,11.0,-7.222,1.0,0.0354,0.253,0.00243,0.0823,0.145,92.973,4.0
Howard,Money Can't Buy (single),Money Can't Buy (Single),2014-11-25,['brooklyn indie'],201986.0,31.0,0.639,0.601,11.0,-11.05,0.0,0.0328,0.573,0.825,0.127,0.7559999999999999,100.0,4.0
Porcupine Tree,The Seance - Live,Octane Twisted,2012-11-19,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",159120.0,24.0,0.414,0.127,10.0,-18.866,1.0,0.0367,0.647,8.85e-06,0.6709999999999999,0.185,125.389,5.0
Various Artists,Levels - Original Version,Fitness Beats,2020-08-26,[],335626.0,0.0,0.616,0.85,9.0,-6.136,1.0,0.0378,0.0387,0.926,0.331,0.34,126.021,4.0
Filous,How Hard I Try (feat. James Hersey) - Mount Remix,How Hard I Try (feat. James Hersey) [Remixes],2015-09-18,"['deep tropical house', 'tropical house']",207142.0,16.0,0.8009999999999999,0.637,5.0,-9.194,1.0,0.0751,0.0396,0.0413,0.108,0.5,105.012,4.0
Filous,Knots (feat. Klei) (feat. Klei),For Love EP,2017-10-06,"['deep tropical house', 'tropical house']",167058.0,36.0,0.7659999999999999,0.696,11.0,-7.5139999999999985,1.0,0.0632,0.6890000000000001,0.000422,0.21600000000000005,0.275,101.913,4.0
Soda Island,Secret Garden (feat. Merival),A Trip To Soda Island,2016-07-29,['future bass'],184368.0,42.0,0.768,0.53,7.0,-10.339,1.0,0.0385,0.87,0.0823,0.102,0.594,140.02100000000002,4.0
Novo Amor,Faux,Faux,2014-06-23,"['ambient folk', 'indie folk', 'stomp and holler']",272172.0,50.0,0.242,0.421,11.0,-12.129,1.0,0.0309,0.86,0.233,0.108,0.25,144.937,3.0
Syndicate,Our Fragment (feat. Missio),"Sounds of Syndication, Vol. 2 (Presented by Syndicate)",2016-10-28,['speedcore'],245200.0,14.0,0.491,0.684,0.0,-8.145,1.0,0.0463,0.249,1.72e-06,0.0823,0.147,150.129,4.0
Panic! At The Disco,"Let's Kill Tonight - Live At Amway Center, Orlando, Fl, 4/14/2017",All My Friends We're Glorious: Death of a Bachelor Tour Live,2017-12-15,"['baroque pop', 'emo', 'modern rock', 'pop punk']",196362.0,37.0,0.457,0.918,9.0,-5.34,1.0,0.0903,0.00689,4.16e-06,0.322,0.284,93.0,4.0
Radiohead,Polyethylene (parts 1 & 2) - Remastered,OK Computer OKNOTOK 1997 2017,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",262466.0,43.0,0.22,0.499,2.0,-8.363,1.0,0.0355,0.000573,0.00122,0.171,0.209,148.994,4.0
Radiohead,Let Down - Remastered,OK Computer OKNOTOK 1997 2017,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",299280.0,49.0,0.364,0.752,9.0,-7.125,1.0,0.0312,8.690000000000001e-05,0.361,0.093,0.122,102.754,4.0
Kygo,Firestone (feat. Conrad Sewell) - Live Acoustic Version,Firestone (feat. Conrad Sewell) [Live Acoustic Version],2015-01-30,"['edm', 'pop', 'tropical house']",226345.0,59.0,0.4,0.32299999999999995,2.0,-10.831,1.0,0.0328,0.879,0.000571,0.103,0.289,105.337,4.0
Amalee,"Again (from ""fullmetal Alchemist: Brotherhood"")","Total Coverage, Vol. 1",2016-09-13,"['anime latino', 'otacore']",273230.0,49.0,0.583,0.884,2.0,-4.143,0.0,0.113,0.0061600000000000005,1.01e-05,0.07400000000000001,0.733,130.003,4.0
Various Artists,Hero,(500) Days of Summer (Music from the Motion Picture),2009-07-10,[],209626.0,46.0,0.3720000000000001,0.15,9.0,-10.954,0.0,0.0498,0.957,0.00115,0.142,0.211,209.528,4.0
Radiohead,Lull - Remastered,OK Computer OKNOTOK 1997 2017,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",145840.0,43.0,0.237,0.617,0.0,-6.908,1.0,0.0339,0.7190000000000001,0.000668,0.23,0.156,103.061,4.0
Radiohead,Melatonin - Remastered,OK Computer OKNOTOK 1997 2017,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",128733.0,42.0,0.243,0.485,2.0,-7.813,1.0,0.0413,0.545,0.0748,0.105,0.0528,125.833,4.0
Enrique Iglesias Cover Band,I Like How It Feels (feat. Pitbull & The Wav.s),I Like How It Feels (feat. Pitbull & The WAV.s),2011-10-04,[],217521.0,18.0,0.7090000000000001,0.669,9.0,-7.934,1.0,0.0287,0.333,0.000295,0.0656,0.8009999999999999,128.049,4.0
Various Artists,Calling (lose My Mind) - Radio Edit,EDM Hits,2020-04-03,[],207720.0,54.0,0.484,0.889,1.0,-4.646,0.0,0.052000000000000005,0.01,0.0142,0.217,0.0894,125.065,4.0
Panic! At The Disco,"Movin' Out (anthony's Song) - Live At Amway Center, Orlando, Fl, 4/14/2017",All My Friends We're Glorious: Death of a Bachelor Tour Live,2017-12-15,"['baroque pop', 'emo', 'modern rock', 'pop punk']",252527.0,43.0,0.256,0.812,2.0,-6.212999999999999,0.0,0.0613,0.0414,5e-05,0.3720000000000001,0.242,148.994,4.0
Various Artists,Lisztomania,Mozart in the Jungle: Seasons 1 and 2 (An Amazon Music Original Soundtrack),2016-08-12,[],144931.0,34.0,0.483,0.202,0.0,-12.795,1.0,0.0296,0.899,0.906,0.0956,0.115,98.101,4.0
Various Artists,Pokémon Theme,Pokemon - 2.B.A. Master - Music From The Hit TV Series,1999-06-29,[],198186.0,28.0,0.544,0.861,7.0,-6.187,0.0,0.0474,0.2,0.0,0.141,0.565,144.92700000000005,4.0
Various Artists,The Violet Hour,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),2009-10-09,[],212733.0,49.0,0.431,0.653,2.0,-6.211,1.0,0.029,0.00126,0.000406,0.0583,0.695,182.165,4.0
R. D. Burman,O Hansini - Instrumental,Dil Vil Pyar Vyar (Original Motion Picture Soundtrack),2002-10-18,"['chutney', 'classic bollywood', 'filmi', 'ghazal', 'modern bollywood', 'sufi']",275413.0,7.0,0.614,0.4270000000000001,5.0,-13.754,0.0,0.0284,0.0375,0.885,0.0956,0.221,132.048,4.0
The Verve,Life's An Ocean - Remastered 2016,A Northern Soul (2016 Remastered / Deluxe),1995,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'shoegaze']",341240.0,40.0,0.377,0.562,11.0,-10.243,0.0,0.157,0.0421,0.00995,0.094,0.443,166.889,4.0
Sensations Fix,Acudreaming,Music Is Painting In the Air (1974 - 1977),2012-09-18,['italian progressive rock'],182459.0,14.0,0.3670000000000001,0.261,9.0,-17.627,0.0,0.0521,0.956,0.94,0.109,0.35700000000000004,123.81,5.0
M. M. Keeravani,Gali Mein Chand - Sad Version,Zakhm (Original Motion Picture Soundtrack),1998-12-31,['deep indian pop'],189106.0,11.0,0.242,0.12,2.0,-15.418,1.0,0.0388,0.946,0.0172,0.117,0.0693,79.555,4.0
Elon Gold,Racist Seinfeld Episode,Chosen and Taken,2014-04-15,[],131413.0,3.0,0.551,0.748,4.0,-13.186,1.0,0.8420000000000001,0.91,0.0,0.959,0.585,121.928,3.0
Dj Icey,Never Gonna Stop The Show,Dj Icey Presents Y4k,2002,"['big beat', 'breakbeat', 'nu skool breaks']",229266.0,24.0,0.674,0.928,7.0,-6.445,1.0,0.199,0.0204,0.00223,0.119,0.82,135.029,4.0
Various Artists,Put A Little Love In Your Heart,The Flash (Music from the Special Episode: Duet),2017-03-22,[],114106.0,49.0,0.593,0.613,6.0,-6.01,1.0,0.0469,0.653,0.0,0.15,0.604,123.024,4.0
Various Artists,Runnin' Home To You - Guitar Version,The Flash (Music from the Special Episode: Duet),2017-03-22,[],165506.0,48.0,0.392,0.232,7.0,-11.008,1.0,0.0355,0.67,0.0,0.145,0.125,85.05799999999998,4.0
Blackfield,Lullaby - Remastered,Blackfield (Remastered),2004-01-01,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",212516.0,25.0,0.324,0.158,0.0,-17.999000000000006,1.0,0.0337,0.991,0.5820000000000001,0.0861,0.35600000000000004,170.28599999999997,4.0
Various Artists,Futile Devices (doveman Remix),Call Me by Your Name (Original Motion Picture Soundtrack),2017-11-03,[],135443.0,56.0,0.462,0.187,4.0,-19.991,1.0,0.0304,0.954,0.847,0.0985,0.252,140.096,4.0
Elbow,Great Expectations - Elbowrooms,elbowrooms,2020-06-19,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'neo mellow', 'rock']",290426.0,34.0,0.562,0.428,0.0,-9.373,1.0,0.0301,0.953,0.00182,0.121,0.282,124.018,3.0
Kygo,For What It's Worth (feat. Angus & Julia Stone),Cloud Nine,2016-05-13,"['edm', 'pop', 'tropical house']",183106.0,59.0,0.537,0.441,9.0,-10.65,0.0,0.0821,0.782,6.34e-05,0.118,0.103,104.601,1.0
Various Artists,Escape (the Pina Colada Song),The Secret Life Of Walter Mitty (Music From And Inspired By The Motion Picture),2013-01-01,[],242080.0,60.0,0.894,0.466,9.0,-7.794,1.0,0.0603,0.229,0.0,0.93,0.7979999999999999,135.254,4.0
Various Artists,Maneater,The Secret Life Of Walter Mitty (Music From And Inspired By The Motion Picture),2013-01-01,[],234906.0,45.0,0.565,0.544,11.0,-10.034,0.0,0.0424,0.0467,2.77e-05,0.117,0.455,146.034,4.0
Panic! At The Disco,"I Write Sins Not Tragedies - Live At Congress Theater, Chicago, Il, 2008",Live in Chicago,2008-03-24,"['baroque pop', 'emo', 'modern rock', 'pop punk']",197746.0,33.0,0.391,0.955,7.0,-4.215,0.0,0.0745,0.063,0.0,0.82,0.407,165.08700000000005,4.0
Crywolf,Slow Burn - Bronze Whale Remix,Cataclasm (The Remixes),2016-07-29,"['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",254250.0,36.0,0.616,0.735,7.0,-6.414,1.0,0.076,0.00731,2.43e-05,0.0535,0.145,153.02700000000004,4.0
Avicii,I Could Be The One [avicii Vs Nicky Romero] - Nicktim - Original Mix,I Could Be The One [Avicii vs Nicky Romero],2012-01-01,"['big room', 'dance pop', 'edm', 'pop']",455625.0,40.0,0.7509999999999999,0.489,9.0,-5.3210000000000015,1.0,0.0586,0.0221,0.0385,0.0484,0.47,127.997,4.0
Panic! At The Disco,"This Is Gospel - Live At Amway Center, Orlando, Fl, 4/14/2017",All My Friends We're Glorious: Death of a Bachelor Tour Live,2017-12-15,"['baroque pop', 'emo', 'modern rock', 'pop punk']",197049.0,46.0,0.258,0.396,2.0,-8.684,1.0,0.0328,0.8390000000000001,0.0,0.5720000000000001,0.334,78.048,4.0
Lifehouse,All In,Smoke & Mirrors (Deluxe),2010,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",236280.0,45.0,0.547,0.878,1.0,-4.65,1.0,0.0431,0.000931,0.0,0.191,0.536,140.07,4.0
Porcupine Tree,Your Unpleasant Family - Live,Octane Twisted,2012-11-19,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",111560.0,25.0,0.421,0.677,9.0,-12.504,0.0,0.0412,0.00294,0.203,0.872,0.224,81.015,4.0
Bastille,Haunt - Demo,All This Bad Blood,2013-01-01,"['metropopolis', 'modern rock', 'pop', 'pop rock']",172706.0,45.0,0.393,0.6,2.0,-7.136,0.0,0.0634,0.708,0.0,0.199,0.237,163.97099999999998,4.0
Craig Ogden,"Wind Color Vector, Op. 48: I. Leeward","Ogden, Craig: Guitar Meditations",1999-06-01,['classical guitar'],297360.0,33.0,0.362,0.0163,4.0,-33.751,0.0,0.0455,0.953,0.927,0.0609,0.343,109.126,4.0
The Smashing Pumpkins,Luna - Remastered,Siamese Dream (Deluxe Edition),1993,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'rock']",202320.0,48.0,0.574,0.274,9.0,-13.553,1.0,0.0286,0.0111,0.7859999999999999,0.123,0.111,125.652,4.0
Katatonia,Increase - Studio,The Great Cold Distance,2006-03-13,"['alternative metal', 'doom metal', 'gothic metal', 'melodic death metal', 'metal', 'progressive metal', 'swedish doom metal', 'swedish metal', 'swedish progressive metal']",260013.0,27.0,0.507,0.8140000000000001,3.0,-7.1770000000000005,1.0,0.0317,0.0006219999999999999,0.7,0.152,0.51,140.026,4.0
Marcin Przybyłowicz,The Banks Of The Sansretour,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),2016-06-01,"['scorecore', 'video game music']",238000.0,46.0,0.125,0.26,0.0,-15.394,1.0,0.0325,0.792,0.16699999999999998,0.177,0.0709,94.669,3.0
Ulrik Lundström,Isn’t She Lovely,Cellisten 2.5,2017-05-11,[],124253.0,20.0,0.7929999999999999,0.263,4.0,-14.48,1.0,0.033,0.0725,0.394,0.0446,0.422,105.938,4.0
The Smashing Pumpkins,Mellon Collie And The Infinite Sadness - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),1995,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'rock']",172920.0,49.0,0.274,0.0332,6.0,-22.448,1.0,0.0341,0.957,0.7709999999999999,0.115,0.139,96.934,5.0
Martin Phipps,Fall Into Me,Black Mirror: Hated in the Nation (Original Soundtrack by Martin Phipps),2016-11-18,"['british soundtrack', 'scorecore', 'soundtrack']",281078.0,36.0,0.225,0.106,0.0,-16.432000000000002,1.0,0.0384,0.895,0.0681,0.122,0.0342,101.657,4.0
Gryffin,Nobody Compares To You (feat. Katie Pearlman),Gravity,2019-10-24,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",231290.0,66.0,0.59,0.764,2.0,-4.735,1.0,0.0467,0.229,0.0,0.192,0.331,104.911,4.0
Weezer,Keep Fishin',Maladroit,2002-05-14,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'rock']",172266.0,46.0,0.354,0.773,4.0,-5.37,1.0,0.0469,7.82e-05,5.6299999999999986e-05,0.127,0.721,131.569,4.0
The Script,Good Ol' Days,#3,2012-09-10,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",263920.0,34.0,0.5489999999999999,0.945,7.0,-4.351,1.0,0.0329,0.031,0.0,0.114,0.565,93.998,4.0
The Script,"Never Seen Anything ""quite Like You"" - Acoustic",Acoustic Sessions,2018-04-18,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",228146.0,70.0,0.444,0.398,6.0,-8.01,1.0,0.03,0.799,0.0,0.114,0.361,79.874,3.0
The Flaming Lips,Sleeping On The Roof - 2017 Remaster,The Soft Bulletin,1999-05-17,"['alternative rock', 'art rock', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock']",189453.0,31.0,0.154,0.369,4.0,-10.742,1.0,0.0358,0.219,0.434,0.0609,0.0459,134.738,4.0
Tycho,Dictaphone's Lament,Past Is Prologue,2006-10-25,"['chillwave', 'downtempo', 'indietronica', 'intelligent dance music']",310706.0,44.0,0.5660000000000001,0.556,0.0,-9.312,1.0,0.0295,0.00748,0.898,0.122,0.266,75.983,4.0
Various Artists,Step Out,The Secret Life Of Walter Mitty (Music From And Inspired By The Motion Picture),2013-01-01,[],241573.0,56.0,0.4320000000000001,0.583,8.0,-10.324000000000002,1.0,0.0448,0.0142,0.409,0.159,0.139,144.935,4.0
Sunlounger,Surrender - Chillout Mix,Roger Shah presents Sunlounger (Balearic Beauty),2013-08-19,"['progressive house', 'trance', 'uplifting trance']",337500.0,19.0,0.423,0.29,5.0,-11.241,1.0,0.0335,0.727,1.76e-06,0.103,0.431,128.012,4.0
Silversun Pickups,All The Go Inbetweens,Pikul,2005-07-26,"['alternative metal', 'alternative rock', 'dance-punk', 'indie pop', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'rock']",469506.0,38.0,0.36,0.414,2.0,-8.446,1.0,0.0301,0.00563,0.606,0.104,0.238,157.107,3.0
Las Ketchup,The Ketchup Song (aserejé) - Spanglish Version,Hijas del Tomate,2002,[],213973.0,68.0,0.607,0.923,1.0,-6.777,1.0,0.0948,0.0193,1.1e-06,0.0924,0.868,184.819,4.0
Hollywood Principle,Breathing Underwater - Ether Remix,Starting Over,2017-11-12,[],277750.0,46.0,0.463,0.508,6.0,-9.249,0.0,0.0468,0.087,9.13e-05,0.482,0.282,139.915,4.0
Dustin Tebbutt,Silk (feat. Thelma Plum),Home,2015-09-18,"['australian indie', 'indie anthem-folk', 'indie folk']",241946.0,40.0,0.547,0.541,6.0,-11.463,1.0,0.0891,0.7879999999999999,0.0491,0.128,0.5539999999999999,168.092,4.0
Eric Clapton,"Tears In Heaven - Acoustic; Live At Mtv Unplugged, Bray Film Studios, Windsor, England, Uk, 1/16/1992; 2013 Remaster",Unplugged (Deluxe Edition),1992-08-25,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",280000.0,73.0,0.695,0.336,9.0,-12.999,1.0,0.0313,0.8,0.00264,0.701,0.422,79.109,4.0
Panic! At The Disco,"Folkin' Around - Live At Congress Theater, Chicago, Il, 2008",Live in Chicago,2008-03-24,"['baroque pop', 'emo', 'modern rock', 'pop punk']",114306.0,30.0,0.4320000000000001,0.897,5.0,-5.096,1.0,0.0804,0.433,0.0,0.935,0.718,104.109,4.0
Vitamin String Quartet,Wheel In The Sky,Vitamin String Quartet Performs Journey,2010-04-20,"['bow pop', 'classify']",212146.0,13.0,0.516,0.251,2.0,-11.343,0.0,0.0331,0.245,0.847,0.134,0.5,100.878,4.0
Axel Flóvent,Dancers,Forest Fires,2016-01-08,"['icelandic folk', 'icelandic indie', 'indie anthem-folk', 'indie folk']",288887.0,31.0,0.7020000000000001,0.377,5.0,-10.217,1.0,0.0296,0.569,0.00207,0.121,0.29600000000000004,125.096,4.0
Various Artists,When You Move,Smooth Jazz Chill Out Lounge (2),2010-04-23,[],203520.0,10.0,0.545,0.524,0.0,-11.978,1.0,0.0474,0.885,0.89,0.114,0.508,78.00399999999998,4.0
Porcupine Tree,The Yellow Windows Of The Evening Train - Live,Octane Twisted,2012-11-19,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",121773.0,24.0,0.113,0.0347,2.0,-32.673,1.0,0.0394,0.989,0.969,0.415,0.039,89.54799999999999,4.0
Marillion,Kayleigh - 2017 Remaster,Misplaced Childhood (2017 Remaster),1985-06-17,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",243560.0,63.0,0.585,0.5670000000000001,2.0,-8.35,1.0,0.0263,0.247,0.0023,0.102,0.564,106.127,4.0
Various Artists,E.v.i.l. B.o.y.s.,Phineas and Ferb,2009-01-01,[],110973.0,44.0,0.535,0.923,4.0,-3.4,1.0,0.256,0.0449,0.0,0.239,0.491,165.03599999999997,3.0
Muse,Take A Bow - Live From Wembley Stadium,HAARP (Live from Wembley Stadium),2007-12-03,"['modern rock', 'permanent wave', 'rock']",282386.0,26.0,0.238,0.7809999999999999,1.0,-7.38,1.0,0.111,0.00288,0.0958,0.953,0.105,130.53799999999998,3.0
Calvin Harris,Outside (feat. Ellie Goulding),Motion,2014-10-31,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",227266.0,79.0,0.6459999999999999,0.823,2.0,-4.123,0.0,0.0394,0.213,0.0,0.322,0.418,128.035,4.0
Above & Beyond,Love Is Not Enough - Fatum Remix,Love Is Not Enough (Fatum Remix),2019-12-13,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",250312.0,35.0,0.463,0.68,10.0,-7.33,0.0,0.0493,0.209,0.000526,0.386,0.0845,128.07,4.0
Above & Beyond,Sun & Moon - Above & Beyond Club Mix,The Club Mix Collection,2020-05-21,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",188099.0,42.0,0.633,0.772,6.0,-4.955,0.0,0.0768,0.0426,6.09e-06,0.417,0.304,133.97799999999998,4.0
Above & Beyond Group Therapy,Can’t Sleep (flashback) (abgt299),Group Therapy 299,2018-09-09,[],178646.0,8.0,0.629,0.906,7.0,-9.205,0.0,0.102,0.0262,0.00433,0.159,0.217,132.952,4.0
Above & Beyond,Thing Called Love - Extended Radio Mix,Thing Called Love (feat. Richard Bedford),2011,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",170149.0,35.0,0.479,0.62,3.0,-5.867000000000001,0.0,0.0384,0.00127,0.0,0.377,0.315,134.089,4.0
Various Artists,Happiness,Dark Was The Night (Red Hot Compilation),2009-02-16,[],516986.0,29.0,0.109,0.369,8.0,-11.327,1.0,0.0393,0.727,0.951,0.055,0.0375,68.638,3.0
Various Artists,The Long Spring,Thank You,2004-05-04,[],334026.0,43.0,0.29100000000000004,0.399,7.0,-14.896,1.0,0.0288,0.339,0.858,0.0971,0.0384,108.447,4.0
Mojo Juju & The Snake-oil Merchants,Scat Song,Sellin' You Salvation,2010-05-07,[],233680.0,11.0,0.769,0.742,6.0,-5.54,0.0,0.114,0.303,1.22e-06,0.085,0.68,116.012,4.0
Radiohead,Pearly* - Remastered,OK Computer OKNOTOK 1997 2017,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",218597.0,42.0,0.324,0.853,4.0,-5.811,0.0,0.0475,4.86e-05,0.303,0.301,0.317,117.705,4.0
Eden,Love; Not Wrong (brave),vertigo,2018-01-19,"['indie poptimism', 'modern rock', 'pop']",217269.0,54.0,0.321,0.419,11.0,-8.383,0.0,0.108,0.727,0.0,0.311,0.297,73.44,1.0
Nujabes,Spiritual State (feat. Uyama Hiroto),Spiritual State,2011-12-03,"['chillhop', 'downtempo', 'japanese chillhop', 'jazz rap']",391893.0,50.0,0.59,0.396,0.0,-12.62,1.0,0.0411,0.8290000000000001,0.0207,0.28,0.518,99.971,3.0
The Smashing Pumpkins,Landslide - Remastered,Pisces Iscariot (Deluxe),1994,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'rock']",190586.0,60.0,0.422,0.208,10.0,-15.886,1.0,0.0318,0.8959999999999999,0.0265,0.192,0.354,111.549,3.0
Dead Battery,The Furry Stranger,Recovery,2015-05-26,[],185750.0,14.0,0.498,0.412,9.0,-8.568,0.0,0.0351,0.073,0.905,0.0791,0.0336,96.043,4.0
The Contortionist,Language (rediscovered) - (live Session),Language (Rediscovered Edition),2015-11-13,"['alternative metal', 'deathcore', 'djent', 'melodic metalcore', 'progressive post-hardcore', 'sci-fi metal']",433194.0,40.0,0.336,0.6459999999999999,1.0,-8.023,1.0,0.0286,0.14,0.136,0.111,0.0564,132.065,4.0
Maranatha! Instrumental,Celeste,Tom Howard - Solo Piano,1991-01-01,['christian relaxative'],262306.0,4.0,0.289,0.0659,0.0,-25.529,1.0,0.0434,0.977,0.828,0.226,0.0508,138.64600000000002,4.0
Birds Of Tokyo,If This Ship Sinks In (i Give In),Birds of Tokyo,2010-07-23,"['australian alternative rock', 'australian hip hop', 'australian pop', 'australian rock', 'perth indie']",418440.0,29.0,0.272,0.7759999999999999,8.0,-8.826,0.0,0.0392,0.00171,0.0143,0.237,0.141,136.922,4.0
Jeet Gannguli,O Meri Jaan,Raaz Reboot,2016-08-19,"['desi pop', 'filmi', 'modern bollywood']",276872.0,36.0,0.478,0.67,7.0,-5.332999999999998,0.0,0.0336,0.569,0.0,0.5820000000000001,0.364,143.951,3.0
Speaker Of The House,Awake Asleep,Awake Asleep,2016-09-30,['pop edm'],224680.0,31.0,0.6709999999999999,0.856,6.0,-5.151,1.0,0.0391,0.0253,0.00139,0.14300000000000002,0.27,99.979,4.0
No Man,Long Day Fall,Only Baby,1993,[],321266.0,0.0,0.528,0.325,2.0,-16.085,1.0,0.0324,0.611,0.708,0.14,0.32,122.884,4.0
Oceansize,Catalyst - Remastered,Effloresce,2003,['post-rock'],400680.0,33.0,0.45,0.759,7.0,-7.377999999999999,1.0,0.034,6.92e-05,0.184,0.228,0.556,135.02,1.0
Soda Stereo,Si No Fuera Por... - Remasterizado 2007,Nada Personal (Remastered),1985-10-09,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",207640.0,49.0,0.605,0.855,0.0,-5.25,1.0,0.047,0.0183,0.00404,0.242,0.6940000000000001,172.275,4.0
Wildes,Illuminate - Acoustic,Illuminate (Acoustic),2017-12-08,['british singer-songwriter'],265158.0,13.0,0.463,0.469,9.0,-6.26,0.0,0.032,0.354,0.000339,0.0932,0.22,79.595,4.0
Jaymes Young,Moondust - Ep Version,Dark Star,2013-09-10,"['indie poptimism', 'modern rock', 'pop']",225202.0,61.0,0.605,0.379,6.0,-10.51,0.0,0.0289,0.659,4.57e-06,0.106,0.29600000000000004,147.851,4.0
Bastille,"Torn Apart, Pt Ii (bastille Vs. Grades Vs. Lizzo)","VS. (Other People’s Heartache, Pt. III)",2014-12-01,"['metropopolis', 'modern rock', 'pop', 'pop rock']",61796.0,49.0,0.598,0.743,0.0,-7.492000000000001,0.0,0.14,0.106,1.65e-06,0.107,0.333,127.0,4.0
Filous,Dawn (feat. Robb),Dawn EP,2015-07-17,"['deep tropical house', 'tropical house']",273658.0,39.0,0.493,0.541,3.0,-10.912,1.0,0.0432,0.462,0.006490000000000001,0.121,0.0806,122.93,4.0
Jaymes Young,One Last Time - Ep Version,Dark Star,2013-09-10,"['indie poptimism', 'modern rock', 'pop']",199322.0,45.0,0.28800000000000003,0.35,4.0,-12.333,1.0,0.0325,0.612,0.00104,0.1,0.163,117.908,4.0
Kygo,Stargazing (feat. Bergen Philharmonic Orchestra) - Orchestral Version,Stargazing (feat. Bergen Philharmonic Orchestra) [Orchestral Version],2017-12-07,"['edm', 'pop', 'tropical house']",230457.0,45.0,0.541,0.322,5.0,-13.628,1.0,0.0333,0.287,0.0,0.103,0.348,95.407,4.0
Various Artists,Born To Be Wild,Rock Anthems 60s 70s Rock Music Hits. Best Classic Rock Songs in English. Top Oldies Music,2014-07-20,[],200297.0,5.0,0.578,0.6729999999999999,11.0,-12.359000000000002,0.0,0.0399,0.00448,1.6800000000000002e-05,0.354,0.5770000000000001,142.937,3.0
The Seatbelts,Feliz Navidad,Feliz Navidad,2018-12-17,[],134044.0,0.0,0.417,0.603,2.0,-7.622999999999998,1.0,0.0352,0.00117,0.0169,0.16899999999999998,0.691,163.113,4.0
Erik Fordell,"Piano Notes, Op. 1: I. Andante E Molto Espressivo - Ii. Lento Appassionato",Reflections of a River Valley,2019-11-15,[],124880.0,0.0,0.532,0.00337,10.0,-26.917,1.0,0.132,0.98,0.862,0.0846,0.256,99.885,5.0
The 200 Ultimate Movie Soundtrack Themes,Ballad On The Moon (movie Main Theme),The 200 Ultimate Movie Soundtrack Themes,2011-04-12,[],230933.0,0.0,0.528,0.563,0.0,-2.9930000000000003,1.0,0.0314,0.6409999999999999,0.897,0.355,0.272,133.751,4.0
